Survived,Pclass,Age,SibSp,Parch,Fare_log,age_Pclass_median,fare_Pclass_median,age_Pclass_std,fare_Pclass_std,SibSp_count,Parch_count,fare_median_diff,Distance to Lifeboat,Ticket_Count,Sex_male,Embarked_Q,Embarked_S,Side of ship_Left Center,Side of ship_NaN,Side of ship_Right,Side of ship_Right Center,Ship Location_Front,Ship Location_Mid,Ship Location_NaN
0,3,35.0,0,0,2.1855792552411137,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.15420000000000034,7,1,1,0,0,0,0,1,0,0,1,0
0,2,28.0,0,1,3.5263605246161616,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,17.9771,7,3,1,0,1,0,0,1,0,0,1,0
1,1,24.0,1,0,4.500966778400217,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,27.125000000000007,7,2,0,0,0,0,0,1,0,0,1,0
0,3,4.0,4,2,3.4742929367327062,24.0,8.05,10.632997372069037,11.7239905502752,491,491,23.224999999999998,7,7,1,0,1,0,0,1,0,0,1,0
0,3,74.0,0,0,2.1719067693519296,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.27500000000000036,7,1,1,0,1,0,0,1,0,0,1,0
0,3,9.0,1,1,2.7878344138303452,24.0,8.05,10.632997372069037,11.7239905502752,491,491,7.195799999999998,7,2,0,0,0,0,0,1,0,0,1,0
1,1,16.0,0,1,3.6988297849671046,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-22.5792,3,1,0,0,1,0,0,0,0,0,1,0
0,2,44.0,1,0,3.295836866004329,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,10.9771,3,2,0,0,1,0,0,0,0,0,1,0
1,3,18.0,0,1,2.336986519711378,24.0,8.05,10.632997372069037,11.7239905502752,491,491,1.299999999999999,3,1,0,0,1,0,0,0,0,0,1,0
1,1,45.0,1,1,5.11118445372147,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,102.88750000000002,3,2,0,0,1,0,0,0,0,0,1,0
1,1,51.0,0,0,3.3160025355989236,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-35.429199999999994,3,1,1,0,1,0,0,0,0,0,1,0
1,3,24.0,0,3,3.0085645861193133,24.0,8.05,10.632997372069037,11.7239905502752,491,491,11.208299999999998,3,4,0,0,0,0,0,0,0,0,1,0
0,3,24.0,0,0,2.1076888046179385,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.8208000000000011,3,1,1,0,0,0,0,0,0,0,1,0
0,3,41.0,2,0,2.7152442616824506,24.0,8.05,10.632997372069037,11.7239905502752,491,491,6.058299999999999,3,1,1,0,1,0,0,0,0,0,1,0
0,2,21.0,1,0,2.5257286443082556,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-3.5229,3,1,1,0,1,0,0,0,0,0,1,0
1,1,48.0,0,0,3.2932111997353943,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-36.05,3,1,0,0,1,0,0,0,0,0,1,0
0,3,24.0,8,2,4.256321678298823,24.0,8.05,10.632997372069037,11.7239905502752,491,491,61.5,5,7,0,0,1,0,0,0,0,1,0,0
0,2,24.0,0,0,2.6390573296152584,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-2.0229,-1,1,1,0,1,0,1,0,0,0,0,1
1,2,42.0,0,0,2.6390573296152584,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-2.0229,-1,1,0,0,1,0,1,0,0,0,0,1
1,2,27.0,1,0,2.698558631668595,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-1.1646,-1,1,0,0,0,0,1,0,0,0,0,1
0,1,31.0,0,0,3.941500250945973,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-11.483399999999996,-1,1,1,0,1,0,1,0,0,0,0,1
0,3,24.0,0,0,2.3513752571634776,24.0,8.05,10.632997372069037,11.7239905502752,491,491,1.4499999999999993,-1,1,1,0,1,0,1,0,0,0,0,1
1,3,4.0,1,1,2.495953738718064,24.0,8.05,10.632997372069037,11.7239905502752,491,491,3.0832999999999995,5,3,1,0,1,0,0,0,0,1,0,0
0,3,26.0,0,0,2.1855792552411137,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.15420000000000034,-1,1,1,0,1,0,1,0,0,0,0,1
1,1,47.0,1,1,3.9806942251907276,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-9.424999999999997,-1,2,0,0,1,0,1,0,0,0,0,1
0,1,33.0,0,0,1.791759469228055,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-56.9792,3,1,1,0,1,0,0,0,0,0,0,0
0,3,47.0,0,0,2.302585092994046,24.0,8.05,10.632997372069037,11.7239905502752,491,491,0.9499999999999993,3,1,1,0,1,1,0,0,0,0,1,0
1,2,28.0,1,0,3.2188758248682006,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,8.9771,3,2,0,0,0,1,0,0,0,0,0,0
1,3,15.0,0,0,2.1071782966514356,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.8250000000000011,-1,1,0,0,0,0,1,0,0,0,0,1
0,3,20.0,0,0,2.3837779082709782,24.0,8.05,10.632997372069037,11.7239905502752,491,491,1.7957999999999998,-1,2,1,0,1,0,1,0,0,0,0,1
0,3,19.0,0,0,2.1855792552411137,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.15420000000000034,6,1,1,0,1,0,0,1,0,1,0,0
0,3,24.0,0,0,2.1855792552411137,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.15420000000000034,7,1,1,0,1,0,0,1,0,0,0,0
1,1,56.0,0,1,4.432699549165613,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,21.1791,7,2,0,0,0,0,0,1,0,0,0,0
1,2,25.0,0,1,3.295836866004329,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,10.9771,7,2,0,0,1,0,0,1,0,0,0,0
0,3,33.0,0,0,2.1855792552411137,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.15420000000000034,7,1,1,0,1,0,0,1,0,0,0,0
0,3,22.0,0,0,2.4437981558973862,24.0,8.05,10.632997372069037,11.7239905502752,491,491,2.4666999999999994,7,1,0,0,1,0,0,1,0,0,0,0
0,2,28.0,0,0,2.4423470353692043,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-4.5229,7,1,1,0,1,0,0,1,0,0,0,0
0,3,25.0,0,0,2.0856720914304723,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-1.0000000000000009,7,1,1,0,1,0,0,1,0,0,0,0
0,3,39.0,0,5,3.405355391810819,24.0,8.05,10.632997372069037,11.7239905502752,491,491,21.075,7,5,0,1,0,0,0,1,0,0,0,0
0,2,27.0,0,0,2.6390573296152584,28.0,15.0229,13.645488037595173,12.916284425124452,184,184,-2.0229,7,1,1,0,1,0,0,1,0,0,0,0
1,1,19.0,0,0,3.4339872044851463,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-31.9792,3,1,0,0,1,0,0,0,1,1,0,0
0,3,24.0,1,2,3.196630215920881,24.0,8.05,10.632997372069037,11.7239905502752,491,491,15.399999999999999,5,2,0,0,1,0,0,0,1,0,1,0
1,1,26.0,0,0,3.4339872044851463,35.0,61.9792,14.590796249183427,77.38315725166898,216,216,-31.9792,-1,1,1,0,0,0,1,0,0,0,0,1
0,3,32.0,0,0,2.169053700369523,24.0,8.05,10.632997372069037,11.7239905502752,491,491,-0.3000000000000007,-1,1,1,1,0,0,1,0,0,0,0,1
